Date;Prestation;Code Barre;Contrat;Pays Expediteur;Destinataire;CP Destinataire;Ville Destinataire;Pays Destinataire;Reference;Nombre de colis;Poids;Prix;Supplement;Lot;Facture;Compte facturé;Libellé TVA;CB Initial;Reference 2;Reference 3
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LAPENNA                  ;13090;AIX EN PROVENCE                    ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU STADE                 ;64110;JURANCON                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;ORTHOPEDIE LAGARRIGUE              ;31300;TOULOUSE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SANDRINE HOCHE           ;32000;AUCH                               ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES THERMES              ;65170;SAINT LARY SOULAN                  ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES MARAIS SELARL        ;3100;MONTLUCON                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;SELARL PHIE PASCAL JOOS            ;38300;BOURGOIN JALLIEU                   ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHIE DE LA SAULCE                  ;5110;LA SAULCE                          ;FR                                 ;                    ;1;      0.700;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE ROBERT PASCAL            ;25200;BETHONCOURT                        ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU STADE                 ;34800;CLERMONT L'HERAULT                 ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CHAMPS DE MARS        ;34501;BEZIERS CEDEX                      ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE CHAZELLES SELARL      ;16380;CHAZELLES                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA GARE               ;80000;AMIENS                             ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CLAIRE FONTAINE          ;8290;LIART                              ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES PORTES DE L'OISE     ;60230;CHAMBLY                            ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAINT GILLES             ;75003;PARIS                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;SELARL PHARMACIE WOLFMANN          ;75012;PARIS                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE FAIDHERBE                ;75011;PARIS                              ;FR                                 ;                    ;1;      0.340;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE ROMBAUX                  ;60890;MAREUIL SUR OURCQ                  ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE ABISROR                  ;91480;QUINCY SOUS SENART                 ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE GRANDCHAMP            ;56390;GRAND CHAMP                        ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES SAINT CLAIR          ;27420;CHATEAU SUR EPTE                   ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAINT ANDRE              ;51100;REIMS                              ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES JARDINS DU FIER      ;74960;MEYTHET                            ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES ROSIERS              ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SENESCAL ARNAUD          ;33185;LE HAILLAN                         ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE MARQUIER                 ;31620;CASTELNAU D ESTRETEFONDS           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES LILAS                ;34070;MONTPELLIER                        ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE TRIAIRE                  ;34140;LOUPIAN                            ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMAMED                          ;34080;MONTPELLIER                        ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU ROETHIG               ;67200;STRASBOURG                         ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE PORT CAMARGUE         ;30240;PORT CAMARGUE                      ;FR                                 ;                    ;1;      0.480;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE FAUBERT PERELLI          ;34480;MAGALAS                            ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;LA GRANDE PHARMACIE DE PEROLS      ;34470;PEROLS                             ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DONATI                   ;34270;CLARET                             ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE D'OXFORD                 ;34080;MONTPELLIER                        ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARAMCIE DES SABLES               ;42300;MABLY                              ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE CARNOT                ;42000;SAINT ETIENNE                      ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LANG                     ;57800;FREYMING-MERLEBACH                 ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU PIEMONT               ;67210;VALFF                              ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE HAUSBERGEN            ;67205;OBERHAUSBERGEN                     ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU PARC                  ;88140;CONTREXEVILLE                      ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA TOUR               ;30132;CAISSARGUES                        ;FR                                 ;                    ;1;      0.140;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE FOURIE                   ;30540;MILHAUD                            ;FR                                 ;                    ;1;      0.420;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU LANGUEDOC             ;66000;PERPIGNAN                          ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PEPS PHARMACIE                     ;42000;SAINT ETIENNE                      ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU COURS                 ;34120;PEZENAS                            ;FR                                 ;                    ;1;      0.580;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES MARRONIERS           ;11300;LIMOUX                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE PORTET                   ;66350;TOULOUGES                          ;FR                                 ;                    ;1;      0.140;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA MINE               ;57700;HAYANGE                            ;FR                                 ;                    ;1;      5.450;       4.70;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE COEUR IMPERIAL           ;57000;METZ                               ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE CHARLEVAL             ;27380;CHARLEVAL                          ;FR                                 ;                    ;1;      0.520;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CARRE D'OR            ;28110;LUCE                               ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHIE FRANCERIES MARTY              ;31130;FLOURENS                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE ALPHONSE DAUDET          ;30600;VAUVERT                            ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU FAUBOURG SAINT PIERRE ;3100;MONTLUCON                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAINT FERDINAND          ;33120;ARCACHON                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA BENAUGE            ;33100;BORDEAUX                           ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE RIBERE DENISE            ;31170;TOURNEFEUILLE                      ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU PIED DES GOUTTES      ;25200;MONTBELIARD                        ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA POSTE              ;57120;ROMBAS                             ;FR                                 ;                    ;1;      1.450;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'EUROPE              ;57070;METZ                               ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAINTE AURELIE           ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU RIED SELARL           ;67800;HOENHEIM                           ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'EMBOUCHURE          ;31200;TOULOUSE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;LAGRANDE PHARMACIE BALARUC         ;34540;BALARUC LE VIEUX                   ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE TEMPLE                ;82000;MONTAUBAN                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE BOIDIN                   ;66000;PERPIGNAN                          ;FR                                 ;                    ;1;      0.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;SAPHENE SANTE SAINT ETIENNE        ;42000;SAINT ETIENNE                      ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;NOUVELLE PHARMACIE COISLIN         ;57000;METZ                               ;FR                                 ;                    ;1;      0.450;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA GARE               ;68300;SAINT LOUIS                        ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA MAIRIE             ;33380;BIGANOS                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES TROIS PONTS          ;11100;NARBONNE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE AMBLARD                  ;3500;SAINT POURCAIN SUR SIOULE          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CHARVET                  ;3400;YZEURE                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE MARTIN SELARL - PHARMACIE;67100;STRASBOURG                         ;FR                                 ;                    ;1;      0.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE VOLTAIRE                 ;11100;NARBONNE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA PETITE FIN         ;54310;HOMECOURT                          ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU LYCEE                 ;57290;FAMECK                             ;FR                                 ;                    ;1;      2.400;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA FONTAINE           ;31140;MONTBERON                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE BLANCHARD SARL           ;26250;LIVRON SUR DROME                   ;FR                                 ;                    ;1;      0.560;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CHARROYER                ;54670;CUSTINES                           ;FR                                 ;                    ;1;      0.550;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE PARIS                 ;79000;NIORT                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;OCP MARSEILLE - PR MR HERVE        ;13014;MARSEILLE                          ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE BARBAISE                 ;8000;WARCQ                              ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CHATELET              ;76000;ROUEN                              ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU GRAND ENSEMBLE        ;94140;ALFORTVILLE                        ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU HAUT DE BOISSY        ;94470;BOISSY SAINT LEGER                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'OCEAN               ;56340;PLOUHARNEL                         ;FR                                 ;                    ;1;      0.340;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES DARDOUPS             ;29530;PLONEVEZ DU FAOU                   ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA GARE               ;94340;JOINVILLE LE PONT                  ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE VERDURON DOMINIQUE       ;18160;LIGNIERES                          ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA MADELEINE          ;92220;BAGNEUX                            ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;ESPACE PHARMA                      ;94160;SAINT MANDE                        ;FR                                 ;                    ;1;      1.160;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
04/05/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LAVALLEE                 ;28120;BAILLEAU LE PIN                    ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/05/01052;3752;TVA 20.0%;;;
