Date;Prestation;Code Barre;Contrat;Pays Expediteur;Destinataire;CP Destinataire;Ville Destinataire;Pays Destinataire;Reference;Nombre de colis;Poids;Prix;Supplement;Lot;Facture;Compte facturé;Libellé TVA;CB Initial;Reference 2;Reference 3
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE AMBLARD                  ;3500;SAINT POURCAIN SUR SIOULE          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;ORTHOPEDIE 06                      ;6150;CANNES LA BOCCA                    ;FR                                 ;                    ;1;      1.140;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'OPERA               ;13001;MARSEILLE                          ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'ANGLE               ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DUMAINE                  ;71100;CHALON SUR SAONE                   ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LAFAYETTE DE L'ARC       ;34000;MONTPELLIER                        ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE BENTOLILA                ;40530;LABENNE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CENTRALE                 ;81220;SAINT PAUL CAP DE JOUX             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAMMUT                   ;30000;NIMES                              ;FR                                 ;                    ;1;      0.500;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU PARC                  ;3190;ESTIVAREILLES                      ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'ESPLANADE           ;95100;ARGENTEUIL                         ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CENTRALE                 ;94500;CHAMPIGNY SUR MARNE                ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LAMBERT                  ;33530;BASSENS                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA TRINITE SUR MER    ;56470;LA TRINITE SUR MER                 ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE DAMPARIS              ;39500;DAMPARIS                           ;FR                                 ;                    ;1;      1.250;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;NEGOCE MEDICAL - LA VITRINE MEDICAL;33240;SAINT ANDRE DE CUBZAC              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE CORREZE SELEURL       ;19800;CORREZE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE PAROT                    ;16440;NERSAC                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA SAVE               ;31530;MONTAIGUT SUR SAVE                 ;FR                                 ;                    ;1;      2.900;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU LYCEE                 ;57290;FAMECK                             ;FR                                 ;                    ;1;      1.450;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA TOULOUBRE          ;13540;PUYRICARD                          ;FR                                 ;                    ;1;      0.460;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE BERJALLIENNE             ;38300;BOURGOIN JALLIEU                   ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU BAGGERSEE             ;67400;ILLKIRCH-GRAFFENSTADEN             ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;SELARL PHARMACIE LEOCARD           ;4120;CASTELLANE                         ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES TOURNESOLS           ;77176;NANDY                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;ORTHOPEDIE LAGARRIGUE              ;31300;TOULOUSE                           ;FR                                 ;                    ;1;      9.450;       5.90;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES ALPES DU SUD         ;5000;GAP                                ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES COQUELICOTS SELARL   ;67200;STRASBOURG                         ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU ROND POINT            ;57270;UCKANGE                            ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA CITE               ;11000;CARCASSONNE                        ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU LEZ                   ;34170;CASTELNAU LE LEZ                   ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE MONTASTRUC            ;31380;MONTASTRUC LA CONSEILLERE          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE GASSIER CATHERINE        ;91330;YERRES                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;SEL MONGE                          ;75005;PARIS                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CARREAU DU TEMPLE     ;75003;PARIS                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE FACQ                     ;60160;MONTATAIRE                         ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;GRANDE PHARMACIE DE BAYONNE        ;64100;BAYONNE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES PYRENEES             ;31880;LA SALVETAT SAINT GILLES           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES MARRONIERS           ;11300;LIMOUX                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'EUROPE              ;57070;METZ                               ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU COQ                   ;63100;CLERMONT FERRAND                   ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU GRAND ENSEMBLE        ;94140;ALFORTVILLE                        ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE LAPENNA                  ;13090;AIX EN PROVENCE                    ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE VICTOR HUGO              ;31240;SAINT JEAN                         ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU GOLF                  ;34300;AGDE                               ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CERF                  ;67115;PLOBSHEIM                          ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PARAPHARMACIE DES DRAKKARS         ;14123;CORMELLES LE ROYAL                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE CAULLERY                 ;2500;HIRSON                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU FAUBOURG SAINT PIERRE ;3100;MONTLUCON                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE SAINT EUGENE             ;13007;MARSEILLE                          ;FR                                 ;                    ;1;      0.640;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE DU CHEMIN VERT           ;75011;PARIS                              ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE CELNIK                   ;75011;PARIS                              ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;ALLEZA MEDICAL SANTE               ;56260;LARMOR PLAGE                       ;FR                                 ;                    ;1;      0.460;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE DE LA GARE               ;94140;ALFORTVILLE                        ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PREVARICE TECAP                    ;60580;COYE LA FORET                      ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;9,9996E+13;1;FR                                 ;GRANDE PHARMACIE DE FLEURY         ;91700;FLEURY MEROGIS                     ;FR                                 ;                    ;1;      1.940;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;03752160015001:RLFAC;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;GRANDE PHARMACIE SAINT MAUR        ;75011;PARIS                              ;FR                                 ;                    ;1;      1.600;;                   ;L000001 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;GRANDE PHARMACIE SAINT MAUR        ;75011;PARIS                              ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000001 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;LA GRANDE PHARMACIE                ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;;                   ;L000002 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;LA GRANDE PHARMACIE                ;81100;CASTRES                            ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000002 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;ORTHOPEDIE LANDAISE                ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;;                   ;L000003 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;ORTHOPEDIE LANDAISE                ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000003 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA FONTAINE           ;63350;MARINGUES                          ;FR                                 ;                    ;1;      1.600;;                   ;L000004 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA FONTAINE           ;63350;MARINGUES                          ;FR                                 ;                    ;1;      1.600;       4.30;CSU                ;L000004 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE DES 2 VILLES             ;8000;CHARLEVILLE MEZIERES               ;FR                                 ;                    ;1;      0.500;;                   ;L000005 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE DES 2 VILLES             ;8000;CHARLEVILLE MEZIERES               ;FR                                 ;                    ;1;      7.550;;                   ;L000005 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE DES 2 VILLES             ;8000;CHARLEVILLE MEZIERES               ;FR                                 ;                    ;1;      7.550;       8.10;CSU                ;L000005 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES MINES                ;68850;STAFFELFELDEN                      ;FR                                 ;                    ;1;      6.850;;                   ;L000006 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DES MINES                ;68850;STAFFELFELDEN                      ;FR                                 ;                    ;1;      0.250;       5.50;CSU                ;L000006 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CLOS                  ;13220;CHATEAUNEUF LES MARTIGUES          ;FR                                 ;                    ;1;      0.520;;                   ;L000007 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DU CLOS                  ;13220;CHATEAUNEUF LES MARTIGUES          ;FR                                 ;                    ;1;      1.100;       4.00;CSU                ;L000007 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE PRINCIPALE DE BEZONS     ;95870;BEZONS                             ;FR                                 ;                    ;1;      0.360;;                   ;L000008 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE PRINCIPALE DE BEZONS     ;95870;BEZONS                             ;FR                                 ;                    ;1;      0.300;       4.00;CSU                ;L000008 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      0.250;;                   ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      4.050;;                   ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      7.550;;                   ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      7.550;;                   ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      7.550;;                   ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
01/04/2020;H12;3,75225E+12;1;FR                                 ;PHARMACIE VAUBAN SELARL            ;8600;GIVET                              ;FR                                 ;                    ;1;      7.550;      22.90;CSU                ;L000009 ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE L'ACACIA              ;38100;GRENOBLE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE COSSON                   ;22000;ST BRIEUC                          ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA POSTE              ;91860;EPINAY SOUS SENART                 ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;GRANDE PHARMACIE DE SAINT MAURICE  ;94410;SAINT MAURICE                      ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE DE LA PORTE DE SAINT CLOU;75016;PARIS                              ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE D'IENA                   ;59000;LILLE                              ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
02/04/2020;H12;3,75216E+12;1;FR                                 ;PHARMACIE GENEVE                   ;73100;AIX LES BAINS                      ;FR                                 ;                    ;1;      1.480;       3.80;CSU                ;  ;20/04/00784;3752;TVA 20.0%;;;
